categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,risk_level,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,ln(1 + amount),categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26,month,categorical_27,fraud_label
0,293,7,5,2,0,6,131,0,1,5,0,100.0,3,0,0,6,1,4.402,0,0,31,32,1,7,15,15,22,1,79,0
0,199,6,0,0,0,8,139,0,0,0,0,1.0,3,4,0,1,3,2.283,3,0,31,32,0,13,17,26,22,4,79,0
0,404,7,5,2,2,6,79,0,1,5,0,1.0,3,0,1,6,1,1.936,0,0,31,32,1,7,43,34,20,5,79,0
0,333,7,1,0,2,0,135,0,1,0,0,1.0,4,4,0,1,1,6.953,0,0,31,32,0,10,6,25,20,4,117,0
0,283,7,5,2,2,6,66,0,1,5,0,1.0,3,0,1,6,1,4.367,0,0,31,32,1,12,7,18,15,1,94,0
3,184,7,5,2,0,6,139,0,1,5,0,82.0,3,0,0,6,1,0.6807,0,0,31,32,1,14,43,30,25,11,35,0
0,274,2,0,0,1,2,139,0,0,0,1,1.0,3,4,0,3,3,2.082,0,1,9,14,0,10,31,57,6,7,35,0
0,325,6,0,0,2,2,139,0,0,0,0,1.0,3,4,0,2,3,2.824,0,0,9,10,0,4,46,16,12,8,94,0
0,194,8,5,2,2,0,7,0,1,5,0,1.0,3,2,0,6,4,3.756,3,0,31,32,1,6,15,41,30,8,117,0
0,333,1,0,0,1,5,135,3,0,0,0,1.0,4,4,0,1,2,2.928,0,1,16,32,0,0,2,28,5,5,35,0
0,392,3,0,0,1,3,68,0,0,0,1,1.0,3,4,0,2,3,3.936,0,1,9,17,0,7,39,30,17,7,79,0
0,251,6,0,0,1,5,7,0,0,2,0,59.0,3,4,0,3,3,0.693,0,1,9,14,1,7,45,22,12,4,94,0
0,324,7,5,2,2,6,47,0,1,5,0,100.0,3,0,0,6,1,4.84,0,0,31,32,1,3,40,23,4,6,35,0
0,206,6,0,0,1,3,17,0,0,0,0,1.0,3,4,0,2,3,3.062,0,1,23,25,0,7,6,11,23,11,79,0
0,240,6,0,0,1,3,51,0,0,0,0,1.0,3,4,0,2,3,4.348,3,1,14,21,0,6,14,58,20,4,117,0
3,251,6,0,0,2,5,7,0,0,2,0,1.0,3,4,0,3,3,2.3,0,1,31,14,1,6,25,43,1,8,33,0
3,201,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,2.896,0,0,31,32,1,22,30,45,2,1,117,0
0,309,7,5,2,2,6,139,0,1,5,0,100.0,3,4,0,6,1,1.991,0,1,31,32,0,16,54,19,20,8,79,0
0,271,7,5,2,1,7,138,0,1,5,0,1.0,3,0,0,6,1,2.693,0,0,31,32,1,12,8,36,2,10,79,0
0,280,2,0,0,1,5,139,0,0,0,1,78.0,3,4,0,2,3,4.727,0,1,9,10,0,10,58,50,16,2,94,0
0,240,6,0,1,1,3,118,0,0,0,0,1.0,3,4,0,2,3,3.062,3,1,9,25,0,6,45,14,8,2,143,0
0,367,7,4,0,0,0,139,0,1,0,0,100.0,3,0,0,6,1,2.28,3,0,31,32,0,23,26,51,25,11,79,0
3,281,7,4,0,1,0,139,0,1,0,0,1.0,3,4,1,1,1,3.303,0,0,31,32,1,21,8,27,16,7,79,0
0,246,7,4,3,2,7,51,0,1,0,0,1.0,3,4,1,1,1,4.36,0,0,31,32,2,6,29,19,12,6,79,0
0,319,7,5,1,2,6,139,0,1,5,0,100.0,3,0,1,6,1,5.098,0,0,31,32,1,14,24,23,1,11,117,0
0,274,7,5,2,2,6,79,0,1,5,0,1.0,3,2,0,6,1,4.0,0,0,31,32,1,10,44,12,6,8,79,0
0,376,6,0,0,2,1,139,0,0,0,0,1.0,3,4,0,1,3,4.727,0,0,31,32,2,2,21,46,11,1,35,0
3,202,7,1,0,2,8,139,0,1,0,0,100.0,3,4,0,1,1,5.832,0,1,31,32,0,16,53,52,2,2,117,0
0,168,8,0,0,1,8,68,0,0,6,0,64.0,3,4,1,3,3,2.154,0,1,14,21,1,23,14,33,20,10,94,0
0,277,7,5,2,2,6,66,0,1,5,0,1.0,3,0,1,6,1,4.133,0,0,31,32,1,12,14,52,18,4,79,0
0,281,6,0,1,1,3,68,0,0,0,0,1.0,3,4,0,2,3,2.258,0,1,14,25,0,10,31,11,19,2,94,0
0,280,2,0,0,1,3,139,0,0,0,1,1.0,3,4,0,8,3,1.445,0,1,9,32,0,17,46,55,23,4,94,0
0,281,6,1,0,1,3,135,0,1,0,0,1.0,3,4,0,5,1,3.121,0,1,9,32,0,10,45,33,23,3,35,0
0,294,7,5,2,0,0,104,0,1,5,0,1.0,3,2,0,6,1,1.081,0,0,31,32,1,2,24,19,12,3,35,0
3,184,9,4,2,2,0,93,0,1,5,0,1.0,3,0,0,6,1,0.8896,0,0,31,32,1,14,6,49,23,10,94,0
0,240,6,0,0,1,3,13,0,0,0,0,1.0,3,4,0,3,3,1.432,0,1,14,14,0,9,15,18,21,11,34,0
0,288,6,0,0,1,8,139,0,0,0,0,71.0,3,4,0,8,3,6.324,0,1,31,32,0,15,8,30,25,11,79,0
0,240,2,0,0,1,5,141,0,0,0,1,1.0,3,4,1,2,3,4.594,0,1,14,25,0,12,13,18,8,4,35,0
0,33,2,0,0,1,3,106,0,0,0,0,1.0,3,4,0,2,3,2.41,0,1,12,25,0,6,9,50,17,10,79,0
0,281,2,0,0,0,6,139,0,0,0,0,1.0,3,4,0,8,3,5.047,0,0,31,32,0,6,15,45,20,4,35,0
3,184,7,5,2,2,8,139,0,1,5,0,1.0,3,2,0,6,1,2.15,0,1,31,32,1,8,4,3,1,5,94,0
0,324,8,5,2,0,6,126,0,1,5,0,76.0,3,0,0,6,4,1.692,0,0,31,32,1,23,55,8,15,5,35,0
3,279,6,0,0,1,3,7,0,0,0,0,100.0,3,4,0,3,3,2.717,3,1,10,14,0,9,56,21,19,11,117,0
0,279,6,0,0,1,5,23,0,0,0,1,1.0,3,4,1,2,3,3.654,0,1,9,25,0,6,19,22,3,7,79,0
0,202,7,1,3,2,6,139,0,1,0,0,1.0,2,4,0,1,1,3.943,0,0,31,32,0,14,32,58,21,10,117,0
0,240,6,0,0,1,3,106,0,0,0,0,1.0,3,4,0,3,3,1.804,0,0,16,14,0,3,19,26,30,3,94,0
0,250,2,0,0,1,3,25,0,0,0,0,1.0,3,4,0,2,3,3.195,3,1,9,25,0,12,9,54,18,9,94,0
0,234,2,0,0,1,3,9,0,0,2,0,1.0,3,4,1,3,3,0.65,0,1,9,32,0,4,28,52,8,6,79,0
0,240,2,0,0,1,3,17,0,0,0,0,64.0,3,4,0,2,3,3.166,3,1,9,18,0,16,17,37,18,7,79,0
0,367,7,4,3,2,0,112,0,1,5,0,100.0,3,4,1,1,1,3.482,0,0,31,32,1,15,32,52,6,2,79,0
0,281,7,4,0,2,6,7,0,1,0,0,1.0,3,0,0,1,1,2.26,0,0,31,32,2,2,43,41,19,6,94,0
0,240,6,0,0,1,3,139,0,0,0,0,1.0,3,4,0,2,3,3.086,0,1,9,10,0,9,55,47,28,6,143,0
0,250,6,0,0,1,3,17,0,0,0,0,100.0,3,4,1,2,3,5.773,1,1,9,10,0,15,2,54,5,3,117,0
0,279,6,0,0,1,8,64,0,0,0,1,35.0,3,4,0,2,3,3.975,0,1,26,10,0,15,55,42,23,5,94,0
0,240,6,0,0,1,3,17,0,0,0,1,38.0,3,4,0,2,3,1.795,0,1,9,18,0,10,14,11,23,3,79,0
0,326,10,0,0,1,5,123,1,0,1,1,1.0,3,4,1,2,0,3.81,0,1,9,20,1,6,14,32,20,3,117,0
0,381,7,4,2,0,6,139,0,1,5,0,1.0,2,4,0,6,1,2.447,0,0,31,32,1,15,30,30,6,9,143,0
0,249,2,0,0,2,8,139,0,0,0,0,100.0,2,4,0,8,3,1.552,0,0,31,32,0,3,34,34,21,5,143,0
0,245,6,0,0,1,3,106,0,0,0,0,65.0,3,4,0,3,3,5.426,3,1,9,18,0,13,35,3,6,8,79,0
0,245,10,0,0,2,8,106,0,0,0,0,1.0,3,4,0,3,3,1.391,3,1,9,7,0,5,2,54,20,9,94,0
0,204,7,4,0,0,6,139,0,1,0,0,16.0,2,4,0,1,1,5.082,3,0,31,32,0,9,42,19,8,4,143,0
0,235,6,0,0,1,8,17,0,0,0,0,36.0,3,4,0,2,3,4.145,3,1,9,21,0,16,48,47,14,1,79,0
3,27,7,1,0,0,6,139,0,1,0,0,1.0,3,4,0,1,1,3.953,0,0,31,32,0,11,46,5,25,8,79,0
0,381,7,1,0,2,5,139,0,1,0,0,83.0,2,4,0,1,1,5.273,0,0,31,32,0,16,37,46,4,9,117,0
0,240,6,0,0,1,2,139,0,0,0,1,35.0,3,4,0,2,3,3.37,0,1,9,10,0,7,33,2,6,8,79,0
3,251,6,0,0,0,6,139,0,0,2,0,39.0,3,4,0,8,3,0.6943,0,0,9,32,0,21,39,51,28,6,35,0
0,281,2,0,0,1,5,139,0,0,0,0,1.0,5,4,0,8,3,2.01,0,1,9,32,0,18,31,31,27,9,79,0
0,262,7,5,3,0,6,66,0,1,5,0,1.0,3,0,1,6,1,3.748,0,0,31,32,1,8,14,44,7,6,117,0
0,250,6,0,0,1,3,17,0,0,0,0,45.0,3,4,0,8,3,0.571,0,1,9,32,0,6,56,26,30,6,79,0
0,250,2,0,0,1,5,93,0,0,0,1,82.0,3,4,0,2,3,3.17,0,1,9,10,0,10,13,38,5,1,117,0
0,336,6,0,0,1,3,125,0,0,0,0,1.0,3,4,1,2,3,3.342,0,1,9,25,0,23,43,57,19,2,94,0
0,202,6,0,0,2,6,139,0,0,0,0,1.0,3,4,0,1,3,4.316,0,0,31,32,0,13,48,22,8,1,117,0
0,437,7,5,2,2,6,139,0,1,5,0,100.0,3,0,0,6,1,4.09,0,0,31,32,1,9,44,34,2,8,94,0
0,245,2,0,0,1,3,139,0,0,0,0,1.0,3,4,0,8,3,3.244,0,1,5,32,0,13,6,37,30,8,35,0
0,281,6,0,0,1,3,17,0,0,0,0,1.0,3,4,0,2,3,2.715,0,1,9,14,0,4,48,26,10,2,79,0
0,245,6,0,0,1,1,139,0,0,0,0,1.0,3,4,0,2,3,3.44,0,0,9,25,0,9,48,38,5,1,117,0
0,274,7,5,2,2,6,64,0,1,5,0,1.0,4,2,0,4,1,3.92,0,0,31,32,0,4,54,44,1,7,35,0
3,244,6,0,0,1,4,139,0,0,0,1,54.0,3,4,0,2,3,3.342,0,1,9,10,0,11,49,30,22,5,94,0
0,240,6,0,0,1,8,123,0,0,0,0,63.0,3,4,0,2,3,3.25,3,1,16,18,0,10,17,0,28,7,94,0
0,351,7,5,2,2,0,17,0,1,5,0,1.0,3,0,0,6,1,2.8,0,0,31,32,1,14,46,43,24,10,35,0
0,46,6,0,0,2,8,139,0,0,0,0,100.0,3,4,0,2,3,1.943,0,1,9,25,0,9,11,8,23,11,94,0
0,279,6,0,0,1,5,139,0,0,0,1,1.0,3,4,0,8,3,2.102,0,1,1,32,0,7,2,15,6,11,117,0
0,271,7,5,2,2,6,138,0,1,5,0,100.0,3,0,0,6,1,2.672,0,0,31,32,1,6,54,34,20,1,79,0
0,326,10,0,1,1,5,70,1,0,1,1,1.0,3,4,0,8,0,2.797,0,1,9,32,1,7,14,28,13,1,34,0
0,240,6,0,0,1,4,139,0,0,0,0,67.0,3,4,0,2,3,3.88,0,1,9,10,0,9,55,30,20,3,79,0
3,199,7,5,2,2,6,139,0,1,5,0,1.0,3,0,1,6,1,2.422,3,0,31,32,1,14,27,8,19,4,94,0
0,240,6,0,0,1,8,13,0,0,0,0,1.0,3,4,0,2,3,4.082,1,1,9,25,0,11,40,51,10,1,79,0
0,199,2,0,0,1,8,51,0,0,0,0,42.0,3,4,1,2,3,2.867,3,1,14,25,0,23,27,25,16,5,79,0
0,251,6,0,0,2,7,139,0,0,7,0,1.0,3,4,0,8,3,0.762,0,1,9,32,1,12,10,10,13,2,94,0
0,383,6,0,0,1,8,139,0,0,0,1,100.0,3,4,0,8,3,6.094,0,1,9,32,0,17,30,47,27,11,117,0
0,279,2,0,0,1,5,139,0,0,0,1,1.0,3,4,0,2,3,3.305,0,1,9,10,0,13,37,31,6,5,94,0
0,251,6,0,0,1,3,111,0,0,0,0,1.0,3,4,0,3,3,2.129,0,1,5,21,1,6,3,58,23,1,35,0
0,184,7,5,2,2,6,139,0,1,5,0,1.0,3,0,0,6,1,2.982,0,0,31,32,1,9,53,24,2,10,143,0
0,333,6,0,0,1,5,138,0,0,0,0,1.0,3,4,0,1,3,5.086,0,1,31,32,0,18,36,41,30,3,79,0
0,326,10,0,1,1,5,106,1,0,0,1,1.0,3,4,0,2,0,3.586,0,1,14,16,1,2,9,20,0,9,94,0
0,191,7,4,2,0,6,66,0,1,5,0,100.0,3,0,1,4,1,2.234,0,0,31,32,1,23,46,18,20,7,79,0
3,404,8,5,2,2,0,139,0,1,5,0,100.0,3,0,0,6,4,5.03,0,0,31,32,1,9,27,16,0,7,34,0
0,324,7,5,2,2,6,139,0,1,5,0,64.0,3,0,0,6,1,2.71,0,0,31,32,1,14,41,13,29,4,94,0
0,254,6,2,0,1,7,139,0,1,0,0,1.0,2,4,0,1,1,2.186,3,1,31,32,0,21,29,28,2,4,117,0
0,202,7,4,0,0,6,38,0,1,0,0,1.0,3,4,0,1,1,2.227,0,0,31,32,2,9,53,46,9,4,79,0
0,240,6,0,0,1,8,51,0,0,0,0,65.0,3,4,0,2,3,2.05,3,1,9,18,0,10,27,4,18,5,117,0
0,279,6,0,1,1,3,138,0,0,0,0,1.0,3,4,0,3,3,3.268,0,1,9,14,1,9,52,30,21,4,34,0
0,240,6,0,0,1,2,17,0,0,0,1,100.0,3,4,0,2,3,3.385,0,1,23,10,0,18,53,44,21,3,117,0
0,240,2,0,0,2,2,135,0,0,0,1,1.0,3,4,0,8,3,3.861,0,1,9,14,0,3,13,10,11,8,35,0
0,206,6,0,0,1,3,139,0,0,0,0,1.0,3,4,0,2,3,2.646,3,1,9,10,0,18,40,9,8,8,35,0
3,295,7,5,2,0,6,139,0,1,5,0,100.0,2,0,0,6,1,2.879,0,0,31,32,1,13,43,55,2,3,143,0
0,295,7,5,2,2,6,139,0,1,5,0,1.0,3,0,0,6,1,0.9385,0,0,31,32,1,17,23,30,14,11,79,0
0,289,2,0,0,2,6,139,0,0,0,0,1.0,3,4,0,8,3,5.03,0,0,9,32,0,21,49,19,1,3,79,0
0,240,6,0,0,1,3,68,0,0,0,0,1.0,3,4,0,3,3,3.062,0,1,14,21,0,22,20,2,16,4,117,0
0,281,6,0,0,1,3,139,0,0,0,0,15.0,3,4,0,8,3,3.32,0,1,9,32,0,12,32,7,8,4,79,0
3,251,6,0,0,1,5,139,0,0,2,1,100.0,3,4,0,8,3,0.8833,0,1,9,32,1,12,47,53,0,6,34,0
0,245,6,0,0,1,3,17,0,0,1,0,1.0,3,4,0,2,3,0.8843,0,1,9,21,1,10,47,17,14,7,79,0
0,262,7,5,2,0,2,68,0,1,5,0,1.0,3,0,0,6,1,3.781,0,1,31,32,1,6,11,29,19,8,35,0
3,433,7,4,2,0,6,139,0,1,5,0,1.0,3,0,0,6,1,1.8545,0,0,31,32,1,2,51,44,6,6,79,0
0,198,7,4,2,2,6,47,0,1,5,0,1.0,3,0,1,6,1,2.068,0,0,14,32,2,9,13,38,15,6,94,0
0,184,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,2.406,0,0,31,32,1,14,54,23,2,9,35,0
0,277,7,5,2,2,6,138,0,1,5,0,1.0,3,0,1,6,1,1.991,0,0,31,32,1,12,3,10,15,5,94,0
0,240,6,0,0,1,8,47,0,0,0,0,26.0,3,4,0,2,3,1.569,0,1,9,18,0,19,28,48,23,6,79,0
0,279,6,0,0,1,2,139,0,0,2,1,91.0,3,4,0,8,3,0.696,0,1,1,32,0,12,17,58,15,3,117,0
0,279,6,0,0,1,3,46,0,0,0,0,1.0,3,4,0,8,3,1.199,0,1,9,32,0,6,23,0,29,6,79,0
0,182,7,5,2,2,5,47,0,1,5,1,47.0,3,4,1,6,1,2.701,0,1,31,32,1,10,37,47,8,1,35,0
0,194,6,0,2,0,6,138,0,0,2,0,1.0,3,2,0,6,3,1.874,0,0,31,32,1,6,36,35,17,1,79,0
0,61,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,4.414,0,0,31,32,1,14,5,25,17,3,117,0
0,376,6,0,2,2,0,139,0,1,5,0,100.0,3,4,0,9,4,0.751,0,0,31,32,1,19,26,19,16,1,79,0
0,281,2,0,0,1,2,139,0,0,0,0,35.0,3,4,0,2,3,3.367,0,1,9,10,0,12,38,7,11,10,94,0
0,206,6,0,0,1,0,25,0,0,0,0,1.0,3,4,0,2,3,4.453,0,1,9,6,0,15,5,14,26,3,79,0
0,433,6,0,0,1,8,139,0,0,0,1,35.0,3,4,0,2,3,3.713,0,1,9,25,0,18,8,57,18,8,94,0
0,326,6,0,0,1,3,125,0,0,1,0,1.0,3,4,1,2,3,3.648,3,1,14,25,1,6,23,2,16,9,117,0
0,240,6,0,0,1,3,138,0,0,0,0,57.0,3,4,0,2,3,2.996,0,1,9,21,0,7,13,22,25,11,79,0
0,281,2,0,0,1,3,139,0,0,0,0,94.0,3,4,0,2,3,2.92,0,1,9,13,0,12,44,24,23,5,94,0
0,404,9,5,1,2,6,51,0,1,5,0,1.0,3,4,1,6,1,5.938,0,0,31,32,1,5,14,52,13,5,79,0
0,404,8,5,2,0,0,138,0,1,5,0,1.0,3,4,0,6,4,1.826,0,0,9,32,0,5,12,59,3,4,94,0
0,396,7,5,2,2,6,139,0,1,5,0,100.0,3,0,0,6,1,3.045,0,0,31,32,1,5,5,1,11,8,117,0
3,251,2,0,0,0,2,139,0,0,2,0,100.0,3,4,0,8,3,0.6797,0,0,9,32,1,17,24,25,21,2,34,0
0,264,7,5,2,2,6,17,0,1,5,0,1.0,3,4,0,2,1,3.973,0,0,9,32,1,13,40,58,10,10,94,0
0,426,7,5,2,2,6,53,0,1,5,0,1.0,3,0,0,6,1,2.914,0,0,31,32,1,10,13,36,2,1,117,0
3,184,7,5,2,0,0,139,0,1,5,0,100.0,3,0,0,6,1,1.819,0,0,31,32,1,17,57,41,28,11,79,0
3,306,7,5,2,2,6,139,0,1,5,0,0.0,3,0,0,6,1,3.195,0,0,31,32,1,20,52,38,6,1,79,0
0,438,6,0,1,1,5,127,0,0,0,0,1.0,3,4,0,2,3,2.242,0,1,9,25,0,9,52,30,23,9,35,0
0,333,7,1,0,0,6,139,0,1,0,0,1.0,2,4,0,1,1,8.445,0,0,31,32,0,13,20,41,22,9,143,0
0,250,2,0,2,1,8,17,0,0,0,0,43.0,3,4,0,2,3,1.663,0,1,9,10,0,0,25,7,1,6,117,0
0,240,6,0,0,1,3,68,0,0,0,0,1.0,3,4,0,3,3,2.38,0,1,14,14,0,7,59,55,12,2,79,0
0,327,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,4.48,0,0,31,32,1,22,48,34,25,10,94,1
0,326,6,0,0,1,5,17,2,0,1,1,1.0,3,4,0,2,2,3.578,0,1,12,20,1,11,22,54,26,1,79,0
0,333,6,0,0,1,2,123,0,0,0,1,1.0,3,4,0,2,3,1.353,0,1,9,25,0,8,8,59,6,11,117,0
0,281,2,0,0,1,3,139,0,0,0,1,1.0,3,4,0,8,3,2.41,0,1,9,32,0,14,51,2,7,2,79,0
0,281,2,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,3.035,0,1,9,14,0,21,39,1,8,10,94,0
3,396,7,5,2,2,4,139,0,1,5,0,20.0,3,0,1,6,1,5.54,0,1,31,32,2,9,32,47,13,8,35,0
0,245,6,0,0,1,8,107,0,0,0,0,36.0,3,4,0,2,3,1.729,3,1,16,18,0,13,56,11,17,8,94,0
0,184,7,4,2,0,6,12,0,1,5,0,100.0,3,0,0,6,1,2.127,0,0,31,32,1,14,13,52,7,3,79,0
3,279,2,0,0,1,5,139,0,0,0,1,1.0,3,4,0,8,3,2.438,0,1,9,32,0,7,38,37,6,8,35,0
0,184,8,1,0,2,2,64,0,1,0,1,1.0,3,4,0,2,4,4.184,0,1,13,32,0,5,41,8,22,7,34,0
0,279,6,0,0,1,5,64,0,0,0,0,1.0,3,4,0,2,3,1.822,0,1,16,32,0,13,8,55,18,8,35,0
0,277,7,5,2,2,0,93,0,1,5,0,1.0,3,0,1,6,1,4.72,0,0,31,32,1,12,24,14,12,2,94,0
0,199,7,5,2,0,6,138,0,1,5,0,100.0,3,0,1,6,1,2.49,0,0,31,32,1,6,21,42,3,11,94,0
0,250,9,4,3,2,0,25,0,1,0,0,1.0,3,0,0,4,1,6.04,0,0,31,32,2,15,29,33,14,2,94,0
0,172,9,0,0,0,0,51,0,0,0,0,1.0,3,4,1,2,3,1.719,0,0,13,18,0,7,56,41,29,2,79,0
0,240,6,0,0,1,8,139,0,0,0,0,36.0,3,4,0,2,3,4.047,0,1,9,21,0,17,50,39,23,5,117,0
0,280,2,0,1,1,8,139,0,0,0,1,1.0,3,4,0,2,3,3.104,0,1,9,10,0,18,49,7,11,5,117,0
0,333,7,1,0,2,1,139,4,1,0,0,1.0,2,4,0,1,2,11.44,0,0,31,32,0,8,58,17,17,9,117,0
0,281,2,0,0,1,3,139,0,0,0,1,1.0,3,4,0,3,3,0.9473,0,1,9,14,0,11,14,53,19,2,79,0
0,233,6,0,0,1,3,130,0,0,0,0,1.0,3,4,0,3,3,3.709,0,1,14,21,0,14,26,51,20,10,79,0
3,279,6,0,0,1,5,139,0,0,0,1,1.0,3,4,0,8,3,2.021,0,1,9,32,0,22,8,14,25,6,79,0
0,240,9,0,0,1,3,7,0,0,0,0,41.0,3,4,1,3,3,2.629,3,1,9,14,0,21,8,42,1,11,35,0
3,376,6,0,0,0,0,139,0,0,0,0,100.0,2,4,0,1,3,4.688,0,0,31,32,0,15,50,46,8,4,143,0
0,240,6,0,0,1,8,138,0,0,0,0,49.0,3,4,0,2,3,3.1,3,1,9,21,0,6,45,55,30,8,94,0
0,404,8,5,2,2,6,68,0,1,5,0,1.0,3,2,0,6,4,6.777,0,0,31,32,1,9,13,18,16,10,117,0
0,264,7,1,3,0,0,139,0,1,0,0,1.0,3,4,0,1,1,5.293,0,0,31,32,2,8,27,45,16,4,143,0
0,240,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,3,3,2.814,3,1,12,21,0,10,8,52,0,10,35,0
0,184,7,5,2,2,6,138,0,1,5,0,1.0,3,0,1,6,1,0.5366,0,0,31,32,1,12,7,52,4,8,79,0
0,184,7,5,2,2,6,17,0,1,5,0,1.0,3,0,1,6,1,4.945,0,0,31,32,1,7,35,25,25,11,35,0
0,233,10,0,1,1,3,98,1,0,0,0,1.0,3,4,1,2,0,4.484,3,1,14,20,1,9,40,1,3,1,117,0
0,373,6,0,0,1,8,139,0,0,0,0,59.0,3,4,0,8,3,1.521,0,1,1,32,0,12,3,56,12,10,94,0
0,264,6,0,0,1,3,46,0,0,0,0,1.0,3,4,1,2,3,3.414,0,1,9,25,0,11,23,30,17,4,94,0
0,281,6,0,0,0,6,6,0,0,2,0,26.0,3,4,0,8,3,5.105,0,0,9,32,1,9,40,10,9,6,79,0
0,318,7,4,3,2,6,79,0,1,0,0,1.0,3,0,1,4,1,4.97,0,0,31,32,1,14,33,6,2,10,117,0
0,406,7,5,2,0,6,119,0,1,5,0,1.0,3,0,0,6,1,2.145,0,0,31,32,1,2,54,10,6,8,79,0
3,251,6,2,0,1,3,139,0,1,0,0,100.0,3,4,0,8,1,0.926,0,1,9,32,0,9,38,57,2,11,35,0
0,288,7,2,0,1,3,139,0,1,0,0,100.0,2,4,0,1,1,1.781,3,1,31,32,0,16,14,0,17,8,117,0
0,240,6,0,0,1,8,139,0,0,0,1,100.0,3,4,0,8,3,3.049,0,1,1,32,0,2,4,29,11,9,117,0
3,279,7,5,2,1,3,7,0,1,5,0,1.0,3,0,0,6,1,2.266,0,1,31,32,1,6,15,20,12,5,79,0
0,392,2,0,0,1,9,64,0,0,0,1,1.0,3,4,0,8,3,3.102,0,1,9,32,0,10,30,50,23,9,35,0
0,251,2,0,0,1,4,139,0,0,7,1,100.0,3,4,0,8,3,3.049,0,1,9,32,0,18,6,19,17,9,94,0
0,240,6,0,0,1,8,106,0,0,0,0,1.0,3,4,0,2,3,4.28,3,1,16,21,0,3,14,58,21,7,94,0
0,231,6,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,1.8545,3,1,16,14,0,17,51,42,28,4,79,0
0,279,6,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,2.027,0,1,9,14,0,7,50,10,8,2,79,0
0,194,6,0,0,2,3,17,0,0,0,0,1.0,3,4,0,3,3,0.973,0,1,9,23,0,6,15,17,29,9,35,0
0,233,2,0,0,1,3,139,0,0,0,0,36.0,3,4,0,2,3,1.514,0,1,9,18,0,7,33,41,16,10,94,0
0,433,9,3,0,1,3,93,0,1,0,0,1.0,3,4,1,1,1,2.861,0,0,31,32,2,8,7,29,5,6,94,0
0,406,10,0,0,1,8,93,0,0,0,1,1.0,3,4,0,2,3,1.745,0,0,9,14,0,1,37,47,8,1,94,0
0,282,7,5,2,0,6,139,0,1,5,0,100.0,3,0,1,6,1,3.646,0,0,31,32,1,12,8,32,13,11,143,0
0,326,10,0,1,1,5,71,1,0,1,1,1.0,3,4,1,2,0,5.016,0,1,9,20,1,21,29,52,11,8,117,0
0,262,6,0,0,1,3,98,0,0,0,0,1.0,3,4,0,2,3,3.465,0,1,9,25,0,3,23,10,7,4,117,0
3,20,6,0,0,2,0,139,0,0,7,0,79.0,3,4,0,2,3,5.008,0,0,9,10,1,14,56,15,21,3,117,0
0,262,7,5,2,0,6,68,0,1,5,0,1.0,3,0,0,6,1,3.11,0,0,31,32,2,3,32,52,11,3,117,0
0,397,6,0,0,1,5,135,0,0,0,0,1.0,3,4,0,1,3,3.393,0,0,31,32,1,12,42,5,17,5,94,0
0,333,7,1,0,0,6,135,0,1,0,0,100.0,4,4,0,1,1,3.363,0,0,31,32,0,5,36,39,25,3,117,0
0,206,6,0,0,1,5,138,0,0,0,1,1.0,3,4,0,2,3,2.484,0,1,9,25,0,21,17,52,6,5,117,0
0,333,6,0,0,2,1,64,0,0,0,0,1.0,3,4,0,8,3,3.998,0,0,31,0,0,17,28,19,9,8,79,0
0,289,2,0,0,1,8,62,0,0,0,1,48.0,3,4,0,2,3,2.57,0,0,9,18,0,8,25,22,24,10,94,0
0,325,6,0,0,0,8,17,0,0,0,0,1.0,3,4,0,2,3,2.836,3,1,23,25,0,10,27,59,18,11,79,0
3,324,9,0,0,1,5,138,0,0,2,0,100.0,3,4,1,6,4,5.312,0,1,31,16,1,14,23,43,10,2,94,0
0,240,2,0,0,1,8,139,0,0,0,1,64.0,3,4,0,9,3,3.787,1,1,9,32,0,7,33,3,17,8,94,0
0,281,2,0,0,1,3,7,0,0,0,0,1.0,3,4,0,3,3,3.197,0,1,10,14,0,23,24,57,10,11,79,0
3,279,6,0,0,1,5,139,0,0,0,1,50.0,3,4,0,8,3,3.33,0,1,5,32,0,6,0,19,18,9,34,0
0,240,2,0,0,1,8,139,0,0,0,1,66.0,3,4,0,2,3,1.725,0,1,9,10,0,12,14,14,6,8,94,0
3,182,6,0,0,1,3,68,0,0,0,1,1.0,3,4,0,3,3,3.023,3,1,14,14,0,11,11,7,28,4,79,0
0,250,7,4,0,1,6,135,0,1,0,0,100.0,4,4,0,1,1,4.566,3,0,31,32,0,21,22,54,17,1,79,0
0,408,7,1,0,0,0,25,0,1,5,0,100.0,3,4,0,7,1,6.234,3,0,31,32,2,9,37,32,6,3,117,0
